5,216.42609
7,215.95633
9,215.28523
3,215.98988
8,215.78856
6,214.98325
2,215.65433
1,215.68788
4,216.89584
0,217.16429
0,270.88492
1,271.22046
2,271.75735
3,271.0527
4,271.08624
5,271.75735
6,271.25403
7,270.9185
8,271.3547
9,268.93878
