5,1.08736,0.78185,0.77082,0.70500,0.68429,0.67703,0.67367,0.67410,0.67628,0.67547,0.67589,0.67616,0.67581,0.67578,0.67194,0.67285,0.67451,0.67275,0.67312,0.67410,0.67316,0.67175,0.67201,0.67126,0.67152,0.67014,0.66935,0.67119,0.66888,0.66872,0.66900,0.66836,0.66772,0.66847,0.66729,0.66810,0.66748,0.66765,0.66585,0.66603,0.66609,0.66750,0.66594,0.66308,0.66316,0.66312,0.66306,0.66292,0.66346,0.66346,0.66306,0.66242,0.66208,0.66212,0.66135,0.66158,0.66192,0.66169,0.66124,0.66109,0.66074,0.66103,0.66033,0.66024,0.66113,0.66122,0.65931,0.66001,0.66025,0.66078,0.66002,0.65898,0.66048,0.65910,0.65914,0.66005,0.65984,0.65945,0.65938,0.65978,0.66036,0.65987,0.65992,0.65992,0.65964,0.66038,0.65966,0.65874,0.65881,0.65952,0.65865,0.65957,0.65957,0.65948,0.65903,0.65903,0.65939,0.65895,0.65827,0.65846,0.65773,0.65769,0.65817,0.65822,0.65717,0.65766,0.65800,0.65691,0.65610,0.65616,0.65621,0.65635,0.65635,0.65475,0.65474,0.65394,0.65556,0.65558,0.65451,0.65401,0.65496,0.65493,0.65493,0.65595,0.65629,0.65596,0.65641,0.65568,0.65659,0.65610,0.65313,0.65500,0.65452,0.65422,0.65417,0.65433,0.65479,0.65506,0.65492,0.65494,0.65482,0.65494,0.65487,0.65543,0.65471,0.65463,0.65466,0.65463,0.65458,0.65378,0.65374,0.65388,0.65275,0.65380,0.65278,0.65262,0.65263,0.65317,0.65284,0.65288,0.65315,0.65316,0.65320,0.65282,0.65322,0.65319,0.65201,0.65331,0.65329,0.65449,0.65449,0.65421,0.65417,0.65417,0.65370,0.65369,0.65374,0.65352,0.65328,0.65345,0.65305,0.65218,0.65218,0.65389,0.65445,0.65407,0.65366,0.65296,0.65313,0.65296,0.65299,0.65299,0.65289,0.65300,0.65300,0.65332,0.65340,0.65333,0.65307,0.65301,0.65306,0.65247,0.65247,0.65211,0.65199,0.65225,0.65233,0.65200,0.65295,0.65356,0.65372,0.65298,0.65421,0.65442,0.65314,0.65397,0.65444,0.65427,0.65511,0.65483,0.65457,0.65463,0.65444,0.65413,0.65476,0.65409,0.65436,0.65436,0.65209,0.65456,0.65443,0.65422,0.65459,0.65460,0.65410,0.65383,0.65362,0.65330,0.65449,0.65426,0.65361,0.65390,0.65390,0.65334,0.65370,0.65385,0.65445,0.65397,0.65352,0.65258,0.65258
7,1.21243,0.76019,0.68062,0.67783,0.64830,0.63896,0.63618,0.63484,0.63396,0.63480,0.62992,0.63190,0.63203,0.63361,0.63363,0.63110,0.63050,0.63313,0.63216,0.62936,0.63031,0.63048,0.62686,0.63028,0.62419,0.62756,0.62366,0.62352,0.62329,0.62556,0.62582,0.62320,0.62332,0.62482,0.62235,0.62304,0.62318,0.62048,0.62074,0.62265,0.62299,0.62427,0.62199,0.62153,0.62190,0.62146,0.62175,0.62151,0.62065,0.62199,0.62137,0.62020,0.62031,0.62051,0.62006,0.62175,0.62171,0.62139,0.62009,0.62078,0.62109,0.62162,0.62082,0.62489,0.62123,0.61877,0.61940,0.62015,0.62031,0.62028,0.62014,0.62071,0.62071,0.62067,0.61955,0.61938,0.61954,0.62225,0.61897,0.61870,0.61915,0.61904,0.61833,0.61827,0.61961,0.61879,0.61882,0.62037,0.62037,0.61963,0.62110,0.62015,0.61975,0.62141,0.62138,0.62338,0.62188,0.62188,0.62001,0.62057,0.61887,0.61925,0.61738,0.62036,0.61862,0.61851,0.61901,0.61735,0.61822,0.61816,0.61673,0.61934,0.61748,0.61738,0.61823,0.61823,0.61817,0.61810,0.61808,0.61875,0.61889,0.61918,0.61916,0.61974,0.61931,0.61932,0.61986,0.62057,0.61854,0.61813,0.61802,0.61878,0.61803,0.61820,0.61922,0.61988,0.61991,0.62159,0.62067,0.62182,0.62224,0.62178,0.62117,0.62119,0.62083,0.62077,0.62088,0.62145,0.62145,0.62168,0.62092,0.62098,0.62000,0.61975,0.62014,0.62027,0.62009,0.62046,0.62006,0.62051,0.62031,0.62031,0.62039,0.62012,0.61947,0.62222,0.62019,0.61974,0.61974,0.61994,0.61966,0.61942,0.62005,0.61996,0.61861,0.61878,0.61995,0.61912,0.61989,0.61948,0.61974,0.62086,0.62284,0.62319,0.62196,0.62232,0.62197,0.62363,0.62363,0.62398,0.62344,0.62310,0.62295,0.62311,0.62347,0.62439,0.62416,0.62406,0.62399,0.62426,0.62478,0.62474,0.62474,0.62572,0.62588,0.62418,0.62453,0.62636,0.62501,0.62474,0.62580,0.62824,0.62795,0.62666,0.62753,0.62846,0.62859,0.62980,0.62854,0.62853,0.62861,0.62775,0.62957,0.62776,0.62837,0.62836,0.62831,0.62487,0.62561,0.62662,0.62524,0.62502,0.62487,0.62468,0.62536,0.62560,0.62528,0.62651,0.62597,0.62604,0.62627,0.62578,0.62640,0.62638,0.62473,0.62502,0.62715,0.62497,0.62644,0.62703,0.62659
9,1.07228,0.90146,0.80996,0.76272,0.74605,0.73883,0.73859,0.73885,0.73897,0.73767,0.73777,0.73630,0.73344,0.73170,0.73073,0.73062,0.73154,0.73143,0.73062,0.72875,0.72875,0.72766,0.72787,0.72690,0.72643,0.72573,0.72696,0.72608,0.72563,0.72213,0.72320,0.72239,0.72158,0.71942,0.71951,0.71804,0.71800,0.71788,0.71788,0.71577,0.71735,0.71533,0.71052,0.70995,0.71138,0.71161,0.70896,0.71138,0.71118,0.71080,0.70940,0.70997,0.70996,0.70982,0.70939,0.70628,0.70484,0.70554,0.70506,0.70492,0.70429,0.70509,0.70511,0.70508,0.70076,0.70593,0.70376,0.70380,0.70452,0.69984,0.69978,0.70173,0.70142,0.70142,0.70135,0.69955,0.70029,0.69775,0.69756,0.69949,0.70268,0.70177,0.70133,0.70140,0.70150,0.70191,0.70153,0.70115,0.70169,0.70134,0.70062,0.70150,0.70247,0.70092,0.69741,0.70080,0.69678,0.69713,0.69876,0.69837,0.69891,0.69625,0.69862,0.69866,0.69819,0.69819,0.69919,0.70009,0.69886,0.69887,0.69872,0.69864,0.69670,0.69865,0.69666,0.69576,0.69627,0.69622,0.69881,0.69740,0.69653,0.69600,0.69617,0.69710,0.69435,0.69495,0.69471,0.69561,0.69540,0.69675,0.69445,0.69466,0.69487,0.69535,0.69453,0.69483,0.69460,0.69455,0.69541,0.69549,0.69538,0.69538,0.69491,0.69469,0.69434,0.69435,0.69363,0.69363,0.69424,0.69404,0.69454,0.69306,0.69306,0.69492,0.69491,0.69537,0.69485,0.69485,0.69565,0.69511,0.69369,0.69497,0.69497,0.69505,0.69487,0.69492,0.69505,0.69381,0.69381,0.69445,0.69387,0.69450,0.69422,0.69364,0.69405,0.69418,0.69423,0.69417,0.69454,0.69410,0.69472,0.69355,0.69355,0.69318,0.69351,0.69341,0.69330,0.69317,0.69347,0.69264,0.69263,0.69148,0.69217,0.69152,0.69253,0.69401,0.69084,0.69066,0.69310,0.69260,0.69214,0.69230,0.69207,0.69185,0.69159,0.69126,0.69126,0.69154,0.69105,0.69097,0.69066,0.69109,0.69092,0.69090,0.69090,0.69092,0.69076,0.68976,0.68949,0.68999,0.68998,0.68992,0.68992,0.68998,0.68974,0.68802,0.68764,0.68894,0.68959,0.68872,0.68899,0.68905,0.68809,0.68939,0.68886,0.68886,0.68967,0.68810,0.68835,0.68871,0.68871,0.68830,0.68896,0.68934,0.68934,0.68882,0.68882,0.68915,0.68914,0.68912,0.68891
3,1.13351,0.73060,0.71977,0.66202,0.66351,0.66481,0.67808,0.67053,0.66931,0.67046,0.66616,0.66320,0.66714,0.66448,0.65993,0.65994,0.65994,0.65867,0.65856,0.65855,0.65465,0.65374,0.65226,0.65455,0.65344,0.65215,0.65090,0.65106,0.64996,0.64844,0.65094,0.64597,0.64506,0.64460,0.64800,0.64788,0.64594,0.64466,0.64349,0.64358,0.64406,0.64466,0.64414,0.64201,0.64085,0.64076,0.64405,0.64380,0.64143,0.64142,0.63940,0.64021,0.64212,0.63952,0.64014,0.63975,0.63864,0.63864,0.64020,0.64020,0.63939,0.63939,0.63932,0.63960,0.63843,0.63904,0.63989,0.63807,0.63941,0.63932,0.63874,0.63600,0.63820,0.63811,0.63674,0.63582,0.63712,0.63386,0.63676,0.63437,0.63538,0.63538,0.63513,0.63503,0.63476,0.63483,0.63479,0.63608,0.63536,0.63557,0.63561,0.63557,0.63678,0.63659,0.63479,0.63517,0.63547,0.63535,0.63662,0.63356,0.63356,0.63416,0.63459,0.63120,0.63180,0.63166,0.63141,0.63155,0.63096,0.63102,0.63098,0.63077,0.63255,0.63111,0.63076,0.63061,0.63070,0.63069,0.63075,0.63154,0.63055,0.62973,0.62849,0.62800,0.62881,0.63307,0.63056,0.63041,0.63003,0.63053,0.63137,0.63080,0.63260,0.63113,0.63088,0.63088,0.63156,0.63099,0.62996,0.63000,0.63076,0.63077,0.62969,0.63154,0.63072,0.63068,0.63068,0.62924,0.62980,0.62955,0.62982,0.62980,0.62889,0.63027,0.62911,0.62934,0.62904,0.62826,0.62822,0.62833,0.62846,0.62826,0.62733,0.62731,0.62731,0.62729,0.62729,0.62767,0.62713,0.62608,0.62641,0.62608,0.62628,0.62630,0.62526,0.62659,0.62518,0.62707,0.62617,0.62532,0.62493,0.62559,0.62559,0.62536,0.62528,0.62528,0.62657,0.62525,0.62222,0.62347,0.62298,0.62369,0.62418,0.62417,0.62418,0.62418,0.62433,0.62357,0.62352,0.62420,0.62368,0.62337,0.62281,0.62285,0.62470,0.62470,0.62368,0.62451,0.62385,0.62345,0.62416,0.62567,0.62269,0.62313,0.62499,0.62469,0.62317,0.62394,0.62431,0.62438,0.62440,0.62434,0.62494,0.62302,0.62294,0.62591,0.62458,0.62560,0.62511,0.62511,0.62480,0.62494,0.62560,0.62400,0.62402,0.62431,0.62426,0.62441,0.62444,0.62444,0.62467,0.62467,0.62463,0.62391,0.62610,0.62591,0.62663,0.62644,0.62633,0.62310,0.62417
8,0.88992,0.81094,0.70666,0.67426,0.67399,0.66007,0.66394,0.65011,0.65865,0.64995,0.64960,0.64905,0.64882,0.64676,0.64776,0.64711,0.64263,0.64148,0.64026,0.64010,0.64066,0.64237,0.63750,0.64222,0.63809,0.63812,0.63882,0.63874,0.64000,0.63973,0.63984,0.64051,0.63855,0.64209,0.64209,0.64064,0.63325,0.63663,0.63534,0.63721,0.63712,0.63664,0.63516,0.63484,0.63399,0.63432,0.63057,0.62965,0.62682,0.62836,0.62760,0.62901,0.62872,0.62679,0.62585,0.62651,0.62449,0.62414,0.62416,0.62691,0.62273,0.62247,0.62343,0.62313,0.62719,0.62720,0.62424,0.62430,0.62430,0.62444,0.62488,0.62426,0.62409,0.62484,0.62468,0.62725,0.62487,0.62369,0.62363,0.62572,0.62277,0.62433,0.62319,0.62288,0.62172,0.62200,0.62305,0.62213,0.62204,0.62273,0.62298,0.62281,0.62173,0.62173,0.62289,0.62249,0.62150,0.62294,0.62294,0.62120,0.62380,0.62384,0.62275,0.62315,0.62369,0.62283,0.62089,0.62250,0.62318,0.62231,0.62232,0.62180,0.62145,0.62152,0.62384,0.62235,0.62237,0.62091,0.62409,0.62706,0.62456,0.62336,0.62309,0.62308,0.61905,0.61974,0.62042,0.62017,0.61956,0.61927,0.62237,0.62292,0.62152,0.61862,0.62065,0.61968,0.61985,0.62047,0.61862,0.61935,0.61845,0.61672,0.61689,0.61671,0.61726,0.61768,0.61717,0.61646,0.61639,0.61694,0.61727,0.61574,0.61697,0.61659,0.61658,0.61649,0.61662,0.61612,0.61621,0.61714,0.61708,0.61647,0.61561,0.61573,0.61453,0.61453,0.61451,0.61528,0.61441,0.61658,0.61632,0.61651,0.61579,0.61560,0.61539,0.61606,0.61632,0.61903,0.61903,0.61901,0.61856,0.61865,0.61843,0.61848,0.61891,0.61746,0.61817,0.61772,0.61809,0.61773,0.61802,0.62131,0.61906,0.61963,0.62010,0.61889,0.62007,0.61838,0.62163,0.61857,0.61952,0.61955,0.61834,0.61923,0.61837,0.61837,0.61832,0.61875,0.61806,0.61876,0.61875,0.61620,0.61785,0.61609,0.61549,0.61556,0.61590,0.61573,0.61591,0.61586,0.61561,0.61513,0.61631,0.61388,0.61444,0.61491,0.61530,0.61430,0.61441,0.61545,0.61545,0.61532,0.61486,0.61822,0.61683,0.61780,0.61577,0.61793,0.61604,0.61618,0.61475,0.61587,0.61569,0.61569,0.61559,0.61525,0.61477,0.61583,0.61841,0.61747,0.61733
6,1.40459,0.73726,0.71552,0.66134,0.65528,0.64003,0.63472,0.63318,0.63568,0.63342,0.63395,0.63463,0.63408,0.63473,0.63110,0.63081,0.63290,0.63027,0.63114,0.62705,0.62688,0.62670,0.62738,0.62675,0.62636,0.62699,0.62536,0.62600,0.62651,0.62463,0.62400,0.62542,0.62305,0.62189,0.62010,0.62010,0.61942,0.61811,0.61817,0.61756,0.61657,0.61745,0.61741,0.61623,0.61814,0.61708,0.61703,0.61704,0.61543,0.61653,0.61689,0.61689,0.61647,0.61538,0.61553,0.61553,0.61557,0.61445,0.61514,0.61385,0.61634,0.61460,0.61436,0.61422,0.61326,0.61219,0.61332,0.61209,0.61155,0.61172,0.61063,0.61174,0.61174,0.61162,0.61254,0.61113,0.61157,0.61160,0.60978,0.61156,0.60985,0.61004,0.60999,0.61000,0.60897,0.60976,0.60905,0.60849,0.60747,0.60783,0.60713,0.60664,0.60701,0.60656,0.60677,0.60765,0.60668,0.60657,0.60605,0.60451,0.60610,0.60471,0.60402,0.60561,0.60558,0.60525,0.60428,0.60394,0.60478,0.60412,0.60406,0.60408,0.60397,0.60331,0.60264,0.60265,0.60275,0.60244,0.60215,0.60189,0.60189,0.60282,0.60200,0.60188,0.60188,0.60190,0.60190,0.59990,0.60142,0.60084,0.60278,0.60105,0.60146,0.60224,0.60024,0.60151,0.60105,0.60104,0.60103,0.60221,0.60215,0.60190,0.60216,0.60181,0.60208,0.60190,0.60201,0.60161,0.60190,0.60179,0.60115,0.60146,0.60113,0.60139,0.60172,0.60183,0.60176,0.60209,0.60156,0.60156,0.60182,0.60181,0.60159,0.60123,0.60171,0.60168,0.60181,0.60186,0.60182,0.60145,0.60127,0.60121,0.60185,0.60245,0.60164,0.60167,0.60125,0.60134,0.60340,0.60337,0.60376,0.60370,0.60373,0.60383,0.60359,0.60414,0.60365,0.60234,0.60234,0.60214,0.60256,0.60304,0.60318,0.60228,0.60228,0.60182,0.60182,0.60232,0.60274,0.60272,0.60225,0.60225,0.60385,0.60252,0.60252,0.60139,0.60262,0.60172,0.60185,0.60188,0.60312,0.60179,0.60269,0.60216,0.60143,0.60314,0.60199,0.60173,0.60206,0.60232,0.60221,0.60263,0.60251,0.60229,0.60188,0.60185,0.60185,0.60184,0.60097,0.60174,0.60180,0.60178,0.60214,0.60105,0.60041,0.60041,0.60060,0.60070,0.60024,0.60067,0.60033,0.59975,0.59986,0.59987,0.59987,0.59975,0.59900,0.60047,0.59913,0.59895,0.59947
2,1.34840,0.72394,0.69676,0.67791,0.66702,0.64771,0.64902,0.64774,0.64875,0.64841,0.64819,0.64452,0.64319,0.63910,0.64201,0.63793,0.63780,0.63821,0.63713,0.63785,0.63432,0.63413,0.62998,0.63257,0.63258,0.63214,0.63720,0.63482,0.63525,0.63507,0.63662,0.63474,0.63411,0.63375,0.63212,0.63245,0.63455,0.63289,0.63455,0.63178,0.63320,0.63270,0.63222,0.63069,0.63134,0.63281,0.63281,0.63263,0.63260,0.63189,0.63200,0.63179,0.63272,0.63059,0.63247,0.63246,0.63125,0.63161,0.63167,0.63036,0.63047,0.63012,0.62964,0.63118,0.62899,0.62903,0.62895,0.62985,0.63118,0.63073,0.63083,0.62940,0.63239,0.63060,0.63050,0.63174,0.63047,0.63097,0.63195,0.63189,0.63139,0.63333,0.63036,0.63054,0.63090,0.63231,0.63234,0.63154,0.63154,0.63228,0.63179,0.63209,0.63209,0.63024,0.63024,0.63024,0.63004,0.63196,0.63170,0.63057,0.63021,0.63020,0.63144,0.63113,0.63214,0.63203,0.63057,0.63072,0.63069,0.63060,0.63050,0.62958,0.63029,0.62965,0.62971,0.63022,0.62922,0.62961,0.62946,0.62829,0.62829,0.62817,0.62874,0.62846,0.63013,0.62878,0.62881,0.62981,0.62981,0.62816,0.62874,0.62883,0.62904,0.62904,0.62889,0.62925,0.62927,0.62921,0.62926,0.62856,0.62893,0.62980,0.62926,0.62926,0.63119,0.63006,0.63019,0.62996,0.63033,0.63070,0.63040,0.63065,0.63094,0.63073,0.63073,0.63037,0.62962,0.63032,0.63095,0.63048,0.63203,0.63201,0.63061,0.62984,0.62943,0.63057,0.62975,0.62984,0.62986,0.63023,0.62974,0.63143,0.63009,0.63062,0.63185,0.63109,0.63221,0.63107,0.63273,0.63175,0.63276,0.63133,0.63144,0.63149,0.62941,0.63151,0.63149,0.63095,0.63256,0.63187,0.63110,0.63087,0.63091,0.63097,0.63097,0.63112,0.63116,0.63080,0.63086,0.63102,0.63111,0.63215,0.62939,0.63120,0.63183,0.63135,0.63107,0.63155,0.63155,0.63149,0.63094,0.63012,0.63057,0.63046,0.63014,0.63006,0.63094,0.63054,0.62977,0.62977,0.63015,0.62922,0.62928,0.62828,0.62913,0.62913,0.62909,0.62851,0.62952,0.62924,0.62866,0.62903,0.62863,0.62844,0.62870,0.62915,0.62915,0.62834,0.62903,0.62715,0.62716,0.62720,0.62742,0.62790,0.62806,0.62799,0.62780,0.62823,0.62800,0.62807,0.62763
1,1.32443,0.76226,0.72960,0.66768,0.66825,0.66568,0.66047,0.66046,0.65921,0.66056,0.65906,0.65710,0.65754,0.65520,0.65558,0.65350,0.65506,0.65489,0.65225,0.65350,0.65162,0.65161,0.65022,0.65059,0.65002,0.64915,0.64891,0.64897,0.64816,0.64811,0.64788,0.64716,0.64696,0.64603,0.64458,0.64342,0.64342,0.64310,0.64466,0.64424,0.64011,0.64087,0.64100,0.63956,0.64019,0.63989,0.64013,0.63975,0.63898,0.63844,0.63905,0.63655,0.63654,0.63647,0.63575,0.63573,0.63545,0.63596,0.63533,0.63528,0.63330,0.63706,0.63645,0.63515,0.63659,0.63507,0.63364,0.63529,0.63386,0.63340,0.63369,0.63491,0.63437,0.63469,0.63297,0.63295,0.63418,0.63251,0.63173,0.63179,0.63019,0.63313,0.62987,0.62987,0.62995,0.63013,0.62919,0.62917,0.63005,0.62814,0.62943,0.62704,0.63042,0.62698,0.62912,0.63103,0.62865,0.62916,0.62761,0.62947,0.62754,0.62759,0.62697,0.62746,0.62746,0.62900,0.62938,0.62762,0.62733,0.62863,0.62870,0.62765,0.62747,0.62764,0.62787,0.62821,0.62819,0.62784,0.62794,0.62842,0.62848,0.62848,0.62731,0.62731,0.62756,0.62725,0.62701,0.62690,0.62768,0.62762,0.62806,0.62800,0.62792,0.62780,0.62670,0.62610,0.62586,0.62641,0.62757,0.62757,0.62600,0.62630,0.62510,0.62543,0.62508,0.62560,0.62560,0.62654,0.62730,0.62730,0.62614,0.62637,0.62628,0.62539,0.62535,0.62508,0.62528,0.62463,0.62471,0.62392,0.62512,0.62497,0.62412,0.62509,0.62487,0.62403,0.62391,0.62500,0.62676,0.62737,0.62758,0.62735,0.62706,0.62748,0.62862,0.62844,0.62939,0.62735,0.62743,0.62755,0.62702,0.62703,0.62877,0.62704,0.62630,0.62822,0.62822,0.62799,0.62782,0.62722,0.62666,0.62707,0.62787,0.62479,0.62561,0.62555,0.62590,0.62554,0.62546,0.62524,0.62584,0.62621,0.62604,0.62665,0.62514,0.62640,0.62624,0.62530,0.62576,0.62527,0.62622,0.62662,0.62596,0.62550,0.62534,0.62581,0.62562,0.62522,0.62522,0.62588,0.62497,0.62337,0.62396,0.62481,0.62383,0.62265,0.62305,0.62222,0.62221,0.62162,0.62104,0.62136,0.62210,0.62173,0.62131,0.62238,0.62163,0.62082,0.62119,0.62099,0.61998,0.61982,0.62096,0.62031,0.61982,0.62007,0.61998,0.61957,0.61954,0.62002,0.62002
4,0.88500,0.72306,0.72254,0.75603,0.73509,0.73092,0.73005,0.72906,0.72940,0.72710,0.72760,0.72615,0.72656,0.72227,0.72210,0.72215,0.72006,0.72023,0.71627,0.71581,0.71692,0.71551,0.71578,0.71548,0.71519,0.71246,0.71254,0.71216,0.71553,0.71522,0.71417,0.71203,0.71203,0.71198,0.71180,0.71135,0.71115,0.71158,0.70990,0.71105,0.71068,0.71154,0.70973,0.70952,0.70699,0.70984,0.70654,0.70610,0.70731,0.70718,0.70718,0.70067,0.69960,0.69963,0.70114,0.70083,0.69953,0.69958,0.69960,0.70088,0.69972,0.69854,0.70088,0.70060,0.69782,0.70256,0.70051,0.69854,0.69941,0.69783,0.69874,0.69806,0.69919,0.69919,0.69884,0.69870,0.69711,0.69797,0.69795,0.69709,0.69667,0.69635,0.69456,0.69513,0.69627,0.69104,0.69597,0.69605,0.69436,0.69438,0.69613,0.69611,0.69659,0.69302,0.69302,0.69326,0.69609,0.69288,0.69227,0.69332,0.69538,0.69327,0.69327,0.69137,0.69132,0.69294,0.69227,0.69292,0.69095,0.69054,0.69080,0.69024,0.69024,0.68995,0.69048,0.69009,0.69118,0.68998,0.69008,0.69092,0.69092,0.68999,0.68999,0.69581,0.69193,0.69193,0.69238,0.69150,0.69133,0.69311,0.69320,0.69312,0.69332,0.69225,0.69152,0.69166,0.69046,0.69168,0.69240,0.69181,0.69155,0.69029,0.69036,0.69112,0.69067,0.69185,0.69188,0.69169,0.69159,0.69108,0.69086,0.69221,0.69208,0.69202,0.69198,0.69162,0.69243,0.69243,0.69054,0.68828,0.69026,0.68976,0.69074,0.68925,0.68963,0.68964,0.68909,0.68922,0.68901,0.68912,0.68634,0.68875,0.68712,0.68697,0.68779,0.68818,0.68415,0.68568,0.68596,0.68430,0.68574,0.68445,0.68425,0.68427,0.68443,0.68418,0.68512,0.68451,0.68490,0.68490,0.68636,0.68601,0.68588,0.68573,0.68498,0.68498,0.68540,0.68528,0.68519,0.68553,0.68495,0.68495,0.68490,0.68399,0.68440,0.68435,0.68404,0.68486,0.68475,0.68585,0.68408,0.68408,0.68430,0.68440,0.68457,0.68457,0.68445,0.68456,0.68453,0.68499,0.68450,0.68541,0.68435,0.68494,0.68465,0.68446,0.68459,0.68460,0.68494,0.68494,0.68494,0.68510,0.68473,0.68365,0.68396,0.68374,0.68365,0.68365,0.68447,0.68452,0.68385,0.68425,0.68425,0.68365,0.68444,0.68484,0.68442,0.68376,0.68441,0.68421,0.68378
0,0.88474,0.83412,0.74302,0.72398,0.70286,0.70257,0.69924,0.69721,0.69397,0.69692,0.69304,0.69056,0.69382,0.69030,0.68957,0.69116,0.69296,0.69160,0.68444,0.68722,0.68234,0.68015,0.67654,0.67713,0.67741,0.67524,0.67434,0.67382,0.67851,0.67851,0.67735,0.67429,0.67396,0.67557,0.67664,0.67393,0.67396,0.67373,0.67338,0.67412,0.67306,0.67355,0.67330,0.67140,0.67115,0.67071,0.67066,0.67200,0.67135,0.67129,0.67180,0.67005,0.66958,0.67083,0.66974,0.66928,0.66949,0.66798,0.66860,0.66883,0.66903,0.66894,0.66882,0.66655,0.66655,0.66657,0.66554,0.66416,0.66422,0.66396,0.66393,0.66443,0.66203,0.66183,0.66427,0.66226,0.66281,0.66299,0.66294,0.66215,0.66285,0.66308,0.66256,0.66094,0.66081,0.66138,0.66354,0.66168,0.66258,0.66197,0.66197,0.66123,0.66320,0.66228,0.66184,0.66202,0.66118,0.66172,0.66167,0.66145,0.66129,0.66126,0.66089,0.66097,0.66335,0.66081,0.66134,0.66111,0.66070,0.65950,0.65935,0.65939,0.65723,0.65696,0.65673,0.65702,0.65695,0.65687,0.65730,0.65705,0.65696,0.65704,0.65740,0.65716,0.65739,0.65626,0.65680,0.65647,0.65802,0.65649,0.65677,0.65554,0.65462,0.65440,0.65491,0.65431,0.65578,0.65554,0.65726,0.65456,0.65479,0.65461,0.65663,0.65371,0.65377,0.65354,0.65122,0.65140,0.65140,0.65209,0.65110,0.65110,0.64994,0.65048,0.65165,0.64951,0.65098,0.65058,0.65207,0.65160,0.65219,0.65223,0.65179,0.65178,0.65129,0.65198,0.65085,0.65212,0.65201,0.65098,0.65089,0.65060,0.65099,0.65301,0.65191,0.65090,0.65087,0.65117,0.64973,0.64974,0.64975,0.65093,0.65094,0.65075,0.64900,0.65105,0.64991,0.64944,0.65104,0.65103,0.65055,0.65193,0.65189,0.65063,0.65063,0.65068,0.65083,0.64963,0.65055,0.65084,0.64984,0.64997,0.65008,0.65008,0.64976,0.64975,0.65042,0.64972,0.64998,0.64986,0.64978,0.65098,0.65070,0.65137,0.65137,0.64983,0.64983,0.64960,0.65082,0.64999,0.64870,0.64853,0.64930,0.64921,0.64992,0.64904,0.64803,0.64923,0.64771,0.64736,0.64744,0.64749,0.64797,0.64699,0.64770,0.64724,0.64679,0.64713,0.64700,0.64616,0.64552,0.64655,0.64625,0.64633,0.64605,0.64590,0.64577,0.64549,0.64561,0.64798,0.64713
