2,13.75010,13.62337,13.42002,13.25074,13.10223,12.94102,12.88411,12.81052,12.60848,12.60872,12.51444,12.32238,12.35720,12.25512,12.12132,12.07375,12.04617,12.06391,11.91796,12.02640,11.81403,11.69510,11.71324,11.81292,11.65294,11.56847,11.66130,11.52090,11.48411,11.41106,11.39288,11.28362,11.31072,11.26315,11.16729,11.16623,11.08143,11.08886,11.08886,10.87854,10.92605,10.93882,10.77938,10.77834,10.77114,10.75781,10.70254,10.67383,10.57347,10.58154,10.57259,10.54466,10.52475,10.54211,10.51050,10.34801,10.53958,10.39710,10.39052,10.31816,10.34648,10.25362,10.19915,10.05237,10.01767,10.11126,10.01581,9.80216,9.80216,9.83295,9.85460,9.87869,9.74387,9.74387,9.78634,9.70112,9.70112,9.60937,9.53271,9.56134,9.51592,9.42090,9.45171,9.31116,9.31445,9.45544,9.43925,9.17973,9.20700,9.23310,9.24568,9.20438,9.25490,9.22550,9.22550,9.23967,9.21191,9.10936,9.10936,9.12897,9.07732,9.06493,9.11736,9.11183,9.05005,9.07430,9.07495,9.00135,8.99366,8.99399,8.97694,8.78966,8.78966,8.78966,8.77379,8.73142,8.67195,8.67045,8.69886,8.66287,8.66287,8.68510,8.62196,8.63661,8.66360,8.57990,8.57990,8.66144,8.48706,8.54789,8.54789,8.42658,8.42658,8.44695,8.45997,8.43828,8.40712,8.39918,8.39914,8.37935,8.37926,8.38841,8.37117,8.35122,8.43573,8.40021,8.33694,8.33207,8.28491,8.28491,8.23199,8.27831,8.27340,8.22361,8.28065,8.25347,8.25347,8.27259,8.26228,8.27843,8.04968,8.04607,8.09260,8.03068,8.04189,8.10155,8.11379,7.96316,7.97952,7.97542,7.97857,7.93742,7.92061,7.93242,7.91928,7.91808,7.98115,7.98115,7.93976,7.93551,8.06755,7.92515,7.93724,7.90495,8.07990,8.03579,7.92875,7.93744,7.94457,7.98618,8.00666,7.87179,7.92490,7.86559,7.86474,7.84839,7.86003,7.86001,7.76233,7.80098,7.78895,7.78123,7.81784,7.74891,7.75168,7.72746,7.69718,7.68386,7.67513,7.70759,7.55156,7.55449,7.52659,7.47914,7.50247,7.47558,7.51404,7.49586,7.43551,7.45656,7.36452,7.41738,7.40111,7.41180,7.31862,7.31480,7.35233,7.34126,7.29663,7.30947,7.32706,7.31513,7.31513,7.28816,7.26585,7.11259,7.12174,7.16704,7.10881,7.10734,7.11735,7.12677,7.10407,7.13138,7.12973,7.10129,7.06949,7.07430,7.06993,7.06161,7.09826
5,12.81818,12.60408,12.53136,12.41301,12.46289,12.42679,12.40405,12.18441,12.25974,12.04510,11.89253,11.93167,11.82185,11.79478,11.78198,11.91494,11.84346,11.71882,11.68282,11.63826,11.55050,11.55050,11.45535,11.49698,11.43326,11.40613,11.26075,11.26075,11.18196,11.11984,11.11011,11.12830,11.03998,10.95457,10.91894,10.99043,10.95557,10.74687,10.74283,10.55275,10.71955,10.51722,10.40098,10.48111,10.27449,10.27517,10.27516,10.07281,9.89986,9.96101,9.98172,9.92492,9.77109,9.86332,9.92545,9.81846,9.75454,9.72222,9.65331,9.69927,9.55469,9.52408,9.64156,9.56680,9.45109,9.10621,9.15790,9.10603,9.18858,9.01967,9.02930,9.08833,9.04488,8.88512,9.00808,8.96344,8.88405,8.81425,8.81542,8.80510,8.81149,8.81149,8.90512,8.68562,8.77812,8.80677,8.71681,8.55749,8.45605,8.49086,8.43949,8.36391,8.36391,8.37219,8.41221,8.29122,8.29739,8.32001,8.29755,8.30231,8.33038,8.28335,8.26921,8.26361,7.94457,7.94583,7.94583,7.96392,7.97175,7.97411,7.85711,7.96393,7.96501,7.86851,7.90994,7.93643,8.00425,7.94037,7.86368,7.89862,7.82325,7.57752,7.65844,7.67409,7.62992,7.64521,7.55460,7.60196,7.57964,7.57019,7.60099,7.54537,7.54541,7.50881,7.54782,7.49901,7.44560,7.45512,7.49290,7.49841,7.42656,7.37969,7.38093,7.37163,7.35450,7.39296,7.28929,7.31732,7.09071,7.00231,7.02779,7.03207,7.00346,6.96241,7.05590,7.04917,6.94365,6.99176,6.92558,6.92716,6.93301,6.93991,7.01324,6.92683,6.87946,6.91030,6.89970,6.87016,6.82669,6.86568,6.82675,6.89291,6.82806,6.86942,6.82741,6.87242,6.77812,6.75884,6.75956,6.80509,6.75741,6.72761,6.72761,6.73671,6.73109,6.72889,6.72889,6.75939,6.60641,6.62990,6.58350,6.62502,6.49008,6.46260,6.45956,6.46730,6.46998,6.47238,6.41721,6.41689,6.42747,6.40445,6.48293,6.47392,6.43625,6.42406,6.42862,6.37746,6.39004,6.38824,6.41003,6.36239,6.35202,6.35202,6.34526,6.34599,6.36137,6.35088,6.35161,6.30867,6.30706,6.29916,6.32196,6.32905,6.31476,6.32327,6.30397,6.31309,6.30330,6.31332,6.29898,6.29898,6.29448,6.28968,6.26176,6.24944,6.25018,6.24986,6.24937,6.24424,6.19183,6.19183,6.18704,6.18817,6.16186,6.15727,6.13417,6.11630,6.11630,6.11349,6.10119
0,12.29623,12.29623,12.41366,12.28610,12.24145,12.13152,12.11778,12.18186,12.22431,11.77921,11.81076,11.93915,11.83964,11.73760,11.73760,11.73695,11.73719,11.50998,11.50998,11.67481,11.46930,11.38149,11.39534,11.26661,11.26717,11.17350,10.91862,10.96454,10.96903,10.95399,10.73877,10.79991,10.73686,10.64174,10.64174,10.65809,10.37898,10.50596,10.39994,10.28745,10.38956,10.30955,10.15882,10.23187,10.24300,10.18692,10.18692,10.04551,9.92972,9.92753,10.01585,9.86513,9.97658,9.90191,9.99034,9.81018,9.84250,9.58032,9.66426,9.66559,9.44832,9.48310,9.55128,9.49734,9.33987,9.40433,9.17800,9.27120,9.20076,9.15460,9.17466,9.20132,9.16980,9.08266,9.07074,9.05452,8.97552,8.97552,8.99248,8.78552,8.84667,8.92450,8.98437,8.83698,8.83466,8.82269,8.82188,8.84522,8.73191,8.67544,8.71675,8.68794,8.72969,8.76445,8.75418,8.47349,8.47349,8.41425,8.42906,8.45251,8.34781,8.35491,8.17832,8.31968,8.16563,8.16677,8.14380,8.21764,8.18591,8.16801,8.21915,8.14341,8.14341,8.06413,8.04951,8.04951,8.05045,8.02631,7.94409,7.94299,7.94786,7.95431,7.91184,7.94749,7.87679,7.81533,7.81589,7.76390,7.78299,7.86368,7.81959,7.82287,7.76052,7.62622,7.53550,7.52147,7.62923,7.64278,7.62945,7.58251,7.53474,7.59547,7.52811,7.48491,7.49071,7.18350,7.16874,7.25701,7.25629,7.19470,7.16035,7.16035,7.11369,7.12932,7.09417,7.14507,7.12193,7.10999,7.07984,6.99899,7.00872,6.99221,7.02751,6.99163,6.94376,6.94376,6.96490,6.93122,6.93935,6.93999,6.91759,6.91843,6.90273,6.90344,6.80063,6.80278,6.82293,6.81151,6.78963,6.79157,6.78989,6.79228,6.79862,6.80940,6.78591,6.57903,6.52652,6.52652,6.49888,6.50552,6.53075,6.50209,6.49038,6.48786,6.48785,6.48340,6.46744,6.47156,6.48858,6.49534,6.46328,6.48949,6.48949,6.47421,6.46152,6.45066,6.42519,6.42468,6.40476,6.32084,6.31869,6.40570,6.25451,6.26598,6.26598,6.19176,6.19176,6.19457,6.20599,6.19802,6.15433,6.17313,6.18146,6.18146,6.15541,6.17290,6.15604,6.15035,6.14858,6.14526,6.13011,6.10447,6.11775,6.11977,6.11515,6.09485,6.09508,6.10739,6.08122,6.07470,6.10150,6.05524,6.03610,6.08670,6.04033,5.95267,5.92409,5.92574,5.88014,5.92366,5.85777
8,14.80791,14.75767,14.76479,14.23442,14.22647,14.27364,14.17673,14.21910,14.08913,14.22924,14.07314,14.18845,14.03472,13.98627,13.98412,13.92361,13.85287,13.76651,13.73560,13.77286,13.66095,13.84787,13.50314,13.55251,13.49075,13.34542,13.35514,13.24493,13.19813,13.09684,13.04109,13.05885,13.09444,12.68493,12.68493,12.56512,12.57736,12.59348,12.54755,12.57722,12.53350,12.43091,12.37391,12.37748,12.31500,12.24479,12.29712,12.16515,12.15809,12.22041,12.08940,12.01949,11.94364,11.92699,11.90464,11.89753,11.82519,11.79312,11.65109,11.64932,11.64932,11.59095,11.54926,11.49838,11.47553,11.47382,11.36173,11.35742,11.38099,11.37125,11.34397,11.31348,11.26537,11.17315,11.14733,11.14677,11.12587,11.12421,11.11731,11.11136,11.07625,11.02755,10.98490,10.94367,10.91607,10.92993,10.89982,10.89150,10.84278,10.60712,10.59222,10.54838,10.54628,10.50484,10.49518,10.49517,10.44758,10.42495,10.40643,10.39811,10.39811,10.45966,10.36046,10.41382,10.36983,10.31060,10.32039,10.32663,10.29507,10.29316,10.28578,10.24462,10.24549,10.26757,10.08207,10.04498,10.05898,10.06258,9.98229,9.98382,9.94542,9.94602,9.88304,9.88801,9.87466,9.87972,9.85126,9.85408,9.82662,9.77122,9.76296,9.76983,9.76519,9.71529,9.66733,9.68625,9.68625,9.68503,9.67732,9.66393,9.62430,9.63730,9.63870,9.64165,9.64018,9.64619,9.62019,9.50540,9.50878,9.51480,9.51824,9.48176,9.48176,9.46141,9.45836,9.46590,9.44320,9.45352,9.43769,9.42032,9.42180,9.39358,9.38551,9.34088,9.31829,9.32124,9.31603,9.08096,9.07524,9.05698,9.05810,9.02272,9.02291,9.02291,9.02788,8.96872,8.94766,8.95188,8.95705,8.93656,8.91437,8.91387,8.91387,8.78626,8.80447,8.80452,8.80452,8.79714,8.82963,8.77735,8.77828,8.72854,8.71849,8.71033,8.72064,8.68839,8.69335,8.64068,8.64019,8.63094,8.70101,8.63263,8.56948,8.57221,8.43000,8.44268,8.44831,8.43655,8.40964,8.40964,8.40967,8.40263,8.39749,8.39474,8.38790,8.41429,8.39869,8.39442,8.34835,8.34867,8.35013,8.32504,8.32504,8.37517,8.37290,8.32343,8.33435,8.33298,8.31079,8.33034,8.30178,8.30178,8.30852,8.18609,8.18609,8.18156,8.20092,8.20275,8.19239,8.18359,8.11446,8.13986,8.12227,8.10873,8.05424,8.05424,8.05467,8.01723,8.01723,8.00989,8.01328
9,10.63198,10.62125,10.39736,10.34806,10.13445,10.07557,10.10771,10.09201,10.04735,9.97155,9.89618,9.87126,9.94764,9.72361,9.71630,9.65981,9.64715,9.46329,9.44142,9.44161,9.41622,9.36856,9.43497,9.41330,9.33499,9.33526,9.19158,9.20247,9.16812,9.20828,8.81785,8.83274,8.74279,8.67042,8.67571,8.62466,8.51163,8.55043,8.54981,8.52749,8.39848,8.35163,8.36104,8.34252,8.32505,8.21087,8.21534,8.26396,8.16964,8.17952,8.14535,8.10638,8.04150,7.98665,7.97187,7.99968,7.98204,8.06485,7.79829,7.80484,7.80286,7.77419,7.77020,7.76844,7.75559,7.80625,7.79154,7.75069,7.67071,7.65076,7.63183,7.64718,7.64142,7.64062,7.59408,7.59408,7.39526,7.40130,7.41772,7.39322,7.42607,7.26894,7.28552,7.29194,7.20010,7.20804,7.22299,7.12351,7.12585,7.14582,7.14036,7.16776,7.13899,7.11250,7.13299,7.00933,7.00933,7.04448,7.04448,7.03340,7.00936,6.78735,6.78735,6.77461,6.52005,6.52005,6.59174,6.47051,6.46470,6.51050,6.49553,6.49209,6.45138,6.45450,6.48783,6.43965,6.45288,6.34397,6.37643,6.30754,6.32371,6.31188,6.24661,6.18790,6.26395,6.26395,6.23044,6.24674,6.19226,6.17420,6.19854,6.14124,6.13118,6.14361,6.12317,6.18955,6.09574,6.09257,6.07863,6.07863,6.08230,6.03253,6.09827,6.09184,6.03547,6.08300,5.88275,5.88275,5.88410,5.88414,5.88966,5.83024,5.78589,5.72612,5.71353,5.77685,5.88544,5.77623,5.77668,5.55088,5.54643,5.54967,5.54426,5.54426,5.50523,5.53123,5.50545,5.45713,5.48873,5.42085,5.39505,5.36543,5.38385,5.33472,5.34439,5.36457,5.35890,5.34552,5.34902,5.34588,5.35266,5.34095,5.33051,5.35398,5.22881,5.21740,5.21706,5.21706,5.25755,5.17887,5.18269,5.17005,5.17832,5.14478,5.17999,5.14496,5.13997,5.12203,5.12263,5.12263,5.20970,5.10030,5.05191,5.07712,5.05684,4.96306,4.93195,4.91577,5.06238,4.91595,4.87327,4.87139,4.79424,4.84107,4.81786,4.82872,4.69638,4.80848,4.77189,4.76069,4.83693,4.78806,4.80435,4.82422,4.64860,4.64860,4.64856,4.64345,4.61434,4.71292,4.65859,4.61434,4.61434,4.60353,4.59915,4.64276,4.58806,4.62972,4.60039,4.62915,4.59602,4.64344,4.60180,4.61129,4.59512,4.58849,4.54668,4.52939,4.57749,4.55748,4.53734
7,13.48380,11.39385,11.26819,11.26243,11.26243,11.33967,10.89079,11.16962,10.69448,10.54566,10.62295,10.45255,10.23848,10.20240,10.21900,10.21542,10.20785,10.20571,10.16128,10.03400,9.95956,9.85898,9.89210,9.95455,9.82576,9.80228,9.92993,9.67173,9.69091,9.64756,9.88452,9.69121,9.68806,9.57369,9.54131,9.48844,9.52354,9.52297,9.56016,9.51445,9.43950,9.36361,9.36201,9.36564,9.32222,9.28019,9.24585,9.24585,9.26823,9.14689,9.22643,9.14488,9.16233,9.13991,9.13991,9.02273,9.01233,9.05324,9.05324,8.91999,8.99884,8.91906,8.92757,8.93685,8.93168,8.89834,8.89567,8.83979,8.85667,8.83286,8.84767,8.83010,8.84065,8.83408,8.84687,8.76922,8.81345,8.80343,8.74732,8.65399,8.74192,8.75339,8.74353,8.75160,8.77200,8.58607,8.58046,8.61959,8.54992,8.53241,8.51500,8.51454,8.50631,8.47825,8.54673,8.53374,8.62711,8.44254,8.43703,8.46026,8.44796,8.17695,8.33091,8.27825,8.17853,8.16721,8.31575,8.13483,8.09771,8.11374,8.11907,8.10666,8.05521,8.05521,8.02049,7.98986,7.94590,8.02891,8.03773,7.99265,8.00278,7.94688,7.94296,7.93522,7.84612,7.79577,7.91415,7.73001,7.73001,7.78700,7.71979,7.61502,7.69791,7.66969,7.67972,7.68971,7.69718,7.66626,7.65781,7.62524,7.67169,7.67169,7.63291,7.56225,7.57443,7.57133,7.58075,7.39144,7.48220,7.40781,7.40789,7.40789,7.31836,7.26206,7.25724,7.25097,7.26981,7.26112,7.12831,7.13164,7.17004,7.17058,7.14399,7.02886,7.03203,7.03203,7.02733,6.99460,6.99460,6.99374,7.09367,6.90365,7.01814,6.96622,6.96622,6.98273,6.98067,6.93598,6.92248,6.91587,6.92402,6.96179,6.93427,6.91760,6.86474,6.84700,6.81042,6.81696,6.90932,6.90372,6.87166,6.87966,6.75949,6.82338,6.73599,6.73425,6.71809,6.71144,6.72592,6.68353,6.68353,6.67747,6.75321,6.68947,6.68347,6.62086,6.49729,6.50594,6.46976,6.44939,6.41738,6.41757,6.44658,6.45950,6.40880,6.40880,6.40880,6.25291,6.30643,6.30643,6.28829,6.30665,6.28571,6.18819,6.18819,6.21979,6.21248,6.03581,6.01711,6.03083,5.99206,5.88986,5.88523,5.90942,5.91659,5.91659,5.88091,5.88091,5.91358,5.91238,5.81757,5.88264,5.83989,5.87212,5.86033,5.85308,5.85308,5.85907,5.84796,5.84796,5.85186
3,13.72227,13.72283,13.72283,13.66263,13.60718,13.75831,13.43551,13.43869,13.38706,13.27416,13.30071,13.25402,13.21221,13.21167,13.23578,13.05670,13.00604,12.92158,12.87994,12.83128,12.82194,12.73870,12.73394,12.73351,12.67953,12.66374,12.59189,12.58556,12.56448,12.50913,12.52833,12.40832,12.39273,12.41627,12.37641,12.28834,12.29355,12.26972,12.14595,12.14736,12.16173,12.03348,12.03348,12.06462,11.91999,11.87250,11.85147,11.75736,11.74500,11.74500,11.67580,11.55471,11.56573,11.56862,11.48049,11.54238,11.43026,11.44727,11.36009,11.42783,11.29685,11.27852,11.28932,11.28983,11.25083,11.23427,11.24524,11.23391,11.18441,11.16347,11.13269,11.13269,11.12993,11.11645,11.04834,10.95849,10.95849,10.94393,10.94894,10.92027,10.89366,10.89066,10.83278,10.84609,10.79741,10.78507,10.78575,10.78038,10.78038,10.72499,10.74612,10.72287,10.71776,10.71776,10.69295,10.71967,10.66570,10.68005,10.80936,10.47692,10.62984,10.45591,10.44133,10.42972,10.43099,10.41658,10.41658,10.38840,10.38299,10.30265,10.30412,10.25947,10.24833,10.24604,10.14726,10.14726,10.11556,10.09675,10.09973,10.11748,10.05491,10.05345,9.98711,9.98711,9.97417,9.94763,9.95071,9.83952,9.82353,9.82267,9.82112,9.82814,9.78226,9.79212,9.76795,9.76647,9.76292,9.72727,9.73967,9.71252,9.65301,9.65301,9.65301,9.63634,9.52485,9.64053,9.50872,9.51272,9.57090,9.53842,9.48117,9.41047,9.42732,9.42554,9.38552,9.32949,9.37318,9.35016,9.35016,9.34149,9.33146,9.32184,9.32184,9.31365,9.31771,9.32549,9.26478,9.26206,9.29163,9.23450,9.25746,9.22846,9.21693,9.22679,9.17367,9.17367,9.17597,9.16022,9.15704,9.12978,9.13271,9.11120,9.10632,9.12747,9.06482,9.10950,9.05736,9.07588,9.11841,9.08185,9.05146,9.08307,9.04102,9.06906,9.11421,8.82433,8.79473,8.83067,8.83067,8.81375,8.76564,8.83680,8.74454,8.74747,8.72249,8.63208,8.63208,8.70818,8.60742,8.62932,8.56875,8.57167,8.57287,8.54163,8.53845,8.56610,8.51381,8.51821,8.52953,8.52705,8.52008,8.51774,8.51766,8.48294,8.48294,8.47405,8.48201,8.48410,8.48475,8.50815,8.47385,8.48951,8.49232,8.47745,8.48426,8.48000,8.47916,8.44084,8.44110,8.45515,8.43628,8.41029,8.44500,8.41424,8.42752,8.40012,8.40012,8.39710,8.40234,8.38461,8.38738
4,12.85645,12.70398,12.46048,12.18301,12.11973,12.11262,12.00726,12.07502,12.03440,11.76080,11.73018,11.73018,11.71674,11.53755,11.48042,11.44402,11.37982,11.34015,11.26799,11.18591,11.14730,11.14667,11.01395,10.98879,10.91367,10.95104,10.92891,10.87085,10.79273,10.80131,10.60279,10.61214,10.49695,10.47546,10.42283,10.26146,10.22675,10.14342,9.88416,9.86097,9.80996,9.78339,9.56789,9.55840,9.73572,9.72018,9.72018,9.50615,9.57824,9.51057,9.50712,9.52233,9.39567,9.32943,9.23276,9.17225,9.16525,9.13351,9.11948,9.11948,9.06596,9.06796,9.09995,9.06634,8.68106,8.72058,8.67077,8.59219,8.59219,8.65012,8.57497,8.58613,8.56055,8.61213,8.53588,8.55069,8.51116,8.48220,8.41685,8.33266,8.39218,8.32533,8.29772,8.33371,8.33276,8.33152,8.26253,8.25084,8.25084,8.22721,8.25727,8.18014,8.18087,8.09369,8.17358,8.12649,8.09241,8.01999,8.15043,8.14880,7.99557,7.99562,7.99836,7.98952,7.93088,7.91729,7.81650,7.80779,7.86333,7.84776,7.68046,7.69681,7.69681,7.68701,7.59057,7.61986,7.53345,7.58932,7.57478,7.61641,7.45965,7.28498,7.36290,7.35243,7.32161,7.29335,7.36406,7.35292,7.26047,7.29773,7.22932,7.22731,7.29588,7.16778,7.22159,7.29084,7.24332,7.23178,7.12769,7.20593,7.19421,7.08284,7.14661,7.12366,7.14983,7.03742,6.96478,6.96421,6.96071,6.93411,6.93411,6.88448,6.88448,6.87650,6.87664,6.82031,6.80922,6.75141,6.75586,6.90218,6.67108,6.64463,6.63641,6.60510,6.57167,6.59040,6.57408,6.48429,6.47036,6.44446,6.48492,6.49783,6.49854,6.49724,6.43093,6.43274,6.36978,6.36978,6.36467,6.35214,6.42587,6.40795,6.39859,6.37630,6.26152,6.27755,6.26409,6.27482,6.26397,6.26285,6.26023,6.26778,6.21505,6.19333,6.30750,6.21940,6.15749,6.17505,6.10751,6.10692,6.15395,6.15042,6.11680,6.09511,6.15321,6.10760,6.09417,6.09171,6.09009,6.02391,6.02681,6.02495,6.02545,6.02137,6.01380,6.01380,5.96143,5.99328,5.97524,5.92775,5.86263,5.87350,5.82493,5.73692,5.73692,5.76060,5.62459,5.66105,5.63929,5.60177,5.60370,5.58313,5.57786,5.53709,5.58935,5.56414,5.52966,5.52880,5.52474,5.47029,5.48183,5.46085,5.46007,5.51631,5.46326,5.49272,5.44152,5.41843,5.36252,5.34180,5.40677
6,14.21158,14.02058,13.80507,13.65595,13.50282,13.44789,13.44581,13.28271,13.25067,13.19719,12.93825,12.84921,12.82209,12.74803,12.68528,12.66750,12.57516,12.72172,12.40301,12.57744,12.21642,12.21459,12.17720,12.05937,11.99068,12.08624,12.02187,11.88238,11.79271,11.79271,11.64220,11.63808,11.46256,11.46256,11.36394,11.30881,11.24410,11.27769,11.21098,11.17908,11.23004,11.15066,11.15085,11.07915,11.09447,11.10697,11.02327,10.94710,10.98524,10.95633,10.88528,10.71111,10.50946,10.50787,10.50723,10.65941,10.46929,10.37209,10.38226,10.23794,10.23794,10.23837,10.16247,10.14012,10.12212,10.12243,10.10166,9.97158,9.91663,9.91663,9.79111,9.75184,9.65137,9.60812,9.55870,9.56674,9.56591,9.58409,9.58378,9.53879,9.53078,9.40744,9.32766,9.32742,9.30154,9.40215,9.27946,9.26608,9.30214,9.25909,9.21342,9.22765,9.01234,8.97972,8.97858,8.96347,8.91094,8.93859,9.01494,9.01494,9.00094,8.99530,8.99530,8.96507,8.90841,8.85452,8.83295,8.84732,8.88021,8.90717,8.89812,8.88449,8.87919,8.80040,8.79476,8.81386,8.79851,8.79851,8.79734,8.79041,8.69906,8.77985,8.73951,8.60020,8.60295,8.63074,8.59655,8.55915,8.55804,8.59653,8.56293,8.64859,8.62758,8.59837,8.56415,8.58877,8.57895,8.48969,8.48969,8.49816,8.45934,8.44528,8.45904,8.44871,8.43231,8.32800,8.30376,8.32551,8.31911,8.23610,8.25501,8.25605,8.31331,8.27088,8.26481,8.21228,8.21228,8.19022,8.19313,8.26539,8.25787,8.21083,8.19893,8.20663,8.20663,8.20075,8.20444,8.15622,8.16443,8.11894,8.12151,8.09531,8.07487,8.07842,8.08294,8.04881,8.04734,8.03503,8.08573,8.06907,8.00165,8.02731,8.01325,7.97486,7.96566,7.85506,7.83419,7.83419,7.91292,7.85558,7.81879,7.79988,7.79902,7.81167,7.86355,7.82161,7.81351,7.83187,7.82775,7.82652,7.80423,7.79599,7.76041,7.76342,7.76299,7.75032,7.68446,7.66437,7.66551,7.63460,7.69483,7.68459,7.68030,7.64068,7.66737,7.64766,7.64767,7.28472,7.27576,7.26017,7.26322,7.23892,7.18876,7.18913,7.17293,7.16968,7.21214,7.25519,7.21622,6.85694,6.86660,6.91260,6.86965,6.87220,6.86745,6.86092,6.87246,6.94524,6.94388,6.82836,6.83240,6.80476,6.86050,6.65804,6.65804,6.71798,6.68522,6.69302,6.68319,6.67835,6.66969
1,15.20524,13.88592,13.85373,14.00976,13.79538,13.73051,13.48417,13.51060,13.38833,13.25972,13.17283,13.15125,13.12347,13.00367,13.05603,13.02214,12.82617,12.76996,12.73270,12.76727,12.61468,12.57682,12.58743,12.27078,12.27078,12.07932,12.07599,12.10148,12.11452,12.04618,11.93968,11.83363,11.77439,11.67174,11.65494,11.53136,11.45649,11.45930,11.43607,11.48676,11.44657,11.36066,11.44859,11.36076,10.97182,11.01049,11.12128,11.09021,10.72965,10.75671,10.68041,10.68233,10.43332,10.56470,10.56470,10.55173,10.50970,10.47318,10.35352,10.28695,10.23832,10.21938,10.26082,10.07975,10.05071,9.96055,9.94446,9.79153,9.80922,9.80121,9.76079,9.73516,9.70292,9.59375,9.57786,9.55754,9.54952,9.54952,9.55009,9.46567,9.47159,9.37575,9.31849,9.30683,9.27372,9.26111,9.23694,9.24899,9.28860,9.17055,9.14474,9.24227,9.10926,9.04195,9.22770,9.16895,9.18656,9.18796,9.22638,9.18328,9.08419,9.06314,9.08678,9.01349,9.01361,9.01322,9.01531,8.99722,8.98128,8.97873,8.93703,8.89988,8.86847,8.82430,8.82430,8.80604,8.79903,8.77700,8.68433,8.59253,8.55231,8.53886,8.53870,8.54315,8.58776,8.52190,8.51286,8.51293,8.39616,8.42303,8.47243,8.39420,8.32969,8.32969,8.36996,8.33609,8.39231,8.26450,8.27611,8.24805,8.23103,8.22651,8.22366,8.04212,8.07307,8.07009,8.08363,8.04193,7.96018,7.93091,7.98502,7.93736,7.95495,7.89441,7.88762,7.87220,7.88310,7.88310,7.88106,7.85030,7.82269,7.80320,7.79442,7.90238,7.79264,7.78193,7.78193,7.74956,7.74278,7.76712,7.71139,7.69270,7.72223,7.72223,7.65523,7.65810,7.67905,7.59983,7.68074,7.53319,7.47317,7.47836,7.45815,7.46549,7.41126,7.32343,7.34317,7.37142,7.33492,7.15081,7.15306,7.13204,7.10687,7.08284,6.88178,6.90102,6.92163,6.96334,6.92517,6.87760,6.87760,6.85664,6.84623,6.84623,6.94959,6.75716,6.81072,6.84404,6.86615,6.83717,6.85804,6.81787,6.83291,6.78263,6.84558,6.81332,6.78641,6.82433,6.78614,6.81319,6.81339,6.76654,6.77697,6.79907,6.78222,6.74809,6.75918,6.74960,6.63478,6.63478,6.66008,6.68038,6.60861,6.59997,6.60738,6.59753,6.57690,6.58475,6.57612,6.57595,6.55246,6.54198,6.52632,6.57181,6.51782,6.49636,6.54341,6.54341,6.45923,6.45923,6.44934
